ime,posred,vrsta,koliko_sobno,leto_izgradnje,zemljisce,velikost,cena,agencija 
DOLNJA LOKVICA,Prodaja,Posest,,,,"2.216,00","4,50",Zasebna ponudba
DOLNJA LOKVICA,Prodaja,Posest,,,,"47.000,00","53.000,00",NNRN nepremičnine d.o.o. Novo mesto
DOLNJA POČEHOVA,Prodaja,Hiša,,,,"245,80","169.000,00",Dodoma d.o.o.
DOLNJA POČEHOVA,Prodaja,Posest,,,,"2.356,00","43,00","Maryland, nepremičnine d.o.o."
DOLNJA POČEHOVA,Prodaja,Posest,,,,"4.005,00","33,00","Maryland, nepremičnine d.o.o."
DOLNJA STARA VAS,Prodaja,Vikend,,,,"60,00","18.000,00",NNRN nepremičnine d.o.o. Novo mesto
DOLNJE CEROVO,Prodaja,Hiša,,,,"104,00","255.000,00",Renes d.o.o.
DOLNJE CEROVO,Prodaja,Posest,,,,"3.690,00","123.000,00",Renes d.o.o.
DOLNJE LEŽEČE,Prodaja,Hiša,,,,"120,00","129.000,00",Lustrum nepremičnine d.o.o.
"BS 3, REBOLJEVA ULICA",Prodaja,Stanovanje,,,,"53,94","116.000,00",Zasebna ponudba
DOLNJI KOT,Prodaja,Vikend,,,,"12,30","4.200,00",Zasebna ponudba
"DOLNJI KOT, DVOR",Prodaja,Vikend,,,,"39,00","46.000,00","Nepremičnine Prijatelj, svetovanje in nepremičninsko posredovanje d.o.o."
DOLNJI LAKOŠ,Prodaja,Hiša,,,,"220,00","104.900,00","ASPI nepremičnine, posredovanje in storitve d.o.o."
DOLNJI LAKOŠ,Prodaja,Poslovni prostor,,,,"238,00","110.000,00",Prips nepremičnine d.o.o.
DOLNJI LAKOŠ,Prodaja,Hiša,,,,"398,20","159.000,00",Dom M5 d.o.o.
DOLNJI LAKOŠ,Prodaja,Hiša,,,,"398,20","159.000,00 &euro;<span class=""cena-old"">198.000,00",Prima vista d.o.o.
DOLNJI LAKOŠ,Prodaja,Hiša,,,,"476,90","290.000,00",FISA nepremičnine d.o.o.
"DOLNJI SLAVEČI, OB CESTI PROTI KUZMI",Prodaja,Posest,,,,"2.054,00","8,50",Agent 3091 d.o.o.
"DOLNJI SLAVEČI, OB GLAVNI CESTI",Prodaja,Hiša,,,,"125,20","30.000,00",Agent 3091 d.o.o.
"DOLNJI SLAVEČI, OB GLAVNI CESTI PROTI KUZMI",Prodaja,Hiša,,,,"180,00","39.990,00",Agent 3091 d.o.o.
"DOLNJI SLAVEČI, SMER MOTOVILCI - KUZMA",Prodaja,Hiša,,,,"140,00","45.000,00",Zasebna ponudba
DOLNJI SUHOR PRI METLIKI,Prodaja,Hiša,,,,"139,50","100.000,00","Abstract nepremičnine, Igor Kerin s.p."
DOLNJI VRH,Prodaja,Posest,,,,"3.957,00","40.000,00",Dodoma d.o.o.
"DOLNJI ZEMON, NA ROBU NASELJA",Prodaja,Posest,,,,"1.800,00","15,00",Zasebna ponudba
DOLSKO,Prodaja,Stanovanje,,,,"61,43","155.000,00",MESTO NEPREMIČNIN d.o.o.
DOLSKO,Prodaja,Hiša,,,,"305,00","415.000,00","Stoja trade, d.o.o., Ljubljana"
DOLSKO,Prodaja,Hiša,,,,"305,00","415.000,00",AKTIVA RE d.o.o.
DOLSKO,Prodaja,Hiša,,,,"338,00","285.000,00","Stoja trade, d.o.o., Ljubljana"
"DOLSKO, NAD POKOPALIŠČEM V DOLSKEM. .",Prodaja,Posest,,,,"16.000,00","1,00",Zasebna ponudba
DOLŽ,Prodaja,Hiša,,,,"114,00","20.000,00",Zasebna ponudba
DOLŽ,Prodaja,Posest,,,,"1.165,00","23.000,00",Kapitelj nepremičnine d.o.o.
"DOLŽ, BREZOVCE PRI DOLŽU",Prodaja,Vikend,,,,"40,00","10.999,00",Zasebna ponudba
"DOLŽ, KANČEN DOL",Prodaja,Vikend,,,,"40,00","25.000,00",Kapitelj nepremičnine d.o.o.
"DOLŽ, NOVO MESTO",Prodaja,Hiša,,,,"185,00","135.000,00",Nepis d.o.o.
DOMAJINCI,Prodaja,Posest,,,,"3.643,00","24.000,00",Zasebna ponudba
"DOMAJINCI, KRAJINSKI PARK GORIČKO",Prodaja,Vikend,,,,"60,00","100.000,00",Zasebna ponudba
DOMANJŠEVCI,Prodaja,Hiša,,,,"55,60","34.900,00",Dom M5 d.o.o.
DOMŽALE,Prodaja,Garaža,,,,"13,50","8.200,00",Hiša nepremičnin RE d.o.o.
DOMŽALE,Prodaja,Stanovanje,,,,"28,00","70.000,00",Zasebna ponudba
DOMŽALE,Prodaja,Poslovni prostor,,,,"29,00","110.000,00","Aeon nepremičnine, d.o.o., Century 21 Emona"
DOMŽALE,Prodaja,Stanovanje,,,,"33,40","69.900,00","Komfort skupina d.o.o., nepremičnine"
DOMŽALE,Prodaja,Stanovanje,,,,"36,00","91.500,00",Top nepremičnina d.o.o.
DOMŽALE,Prodaja,Poslovni prostor,,,,"37,40","78.000,00",LGP d.o.o.
DOMŽALE,Prodaja,Stanovanje,,,,"42,00","73.500,00",Zasebna ponudba
DOMŽALE,Prodaja,Stanovanje,,,,"43,00","84.000,00",ALFA-INT nepremičnine d.o.o.
DOMŽALE,Prodaja,Stanovanje,,,,"44,10","90.000,00",TRG NEPREMIČNIN d.o.o.
DOMŽALE,Prodaja,Poslovni prostor,,,,"47,40","70.000,00","MA - nepremičninska družba, Marko Alič s.p."
DOMŽALE,Prodaja,Stanovanje,,,,"48,80","139.000,00",LGP d.o.o.
DOMŽALE,Prodaja,Poslovni prostor,,,,"50,00","65.000,00",Zasebna ponudba
DOMŽALE,Prodaja,Poslovni prostor,,,,"52,10","60.005,00","Stoja trade, d.o.o., Ljubljana"
LJ. NAJRAJE JUG ALI ZAHOD,Najem,Stanovanje,,,,"41,00","450,00",Zasebna ponudba
DOMŽALE,Prodaja,Poslovni prostor,,,,"52,10","60.000,00","MA - nepremičninska družba, Marko Alič s.p."
DOMŽALE,Prodaja,Poslovni prostor,,,,"58,00","64.900,00",KU-MI nepremičnine d.o.o.
DOMŽALE,Prodaja,Poslovni prostor,,,,"60,80","80.000,00","Stoja trade, d.o.o., Ljubljana"
DOMŽALE,Prodaja,Stanovanje,,,,"62,20","149.000,00",Mezanin nepremičnine d.o.o.
DOMŽALE,Prodaja,Stanovanje,,,,"62,80","149.000,00","MA - nepremičninska družba, Marko Alič s.p."
DOMŽALE,Prodaja,Stanovanje,,,,"64,10","124.900,00",FIN nepremičninsko posredovanje Robert Fekonja s.p.
DOMŽALE,Prodaja,Stanovanje,,,,"64,50","148.000,00",KREATIVDOM d.o.o.
DOMŽALE,Prodaja,Stanovanje,,,,"69,00","157.000,00",Zasebna ponudba
DOMŽALE,Prodaja,Poslovni prostor,,,,"72,00","69.000,00",DFI nepremičnine d.o.o.
DOMŽALE,Prodaja,Poslovni prostor,,,,"73,10","82.059,00","Stoja trade, d.o.o., Ljubljana"
DOMŽALE,Prodaja,Stanovanje,,,,"81,00","165.000,00",Vizija Lina Ina Poglajen s.p.
DOMŽALE,Prodaja,Stanovanje,,,,"84,40","195.000,00",PROFUNDIS d.o.o.
DOMŽALE,Prodaja,Stanovanje,,,,"87,00","258.000,00",KREATIVDOM d.o.o.
DOMŽALE,Prodaja,Poslovni prostor,,,,"88,30","96.927,00","Stoja trade, d.o.o., Ljubljana"
DOMŽALE,Prodaja,Stanovanje,,,,"95,30","179.000,00","STAN nepremičnine d.o.o., Ljubljana"
DOMŽALE,Prodaja,Stanovanje,,,,"95,30","182.000,00","Stoja trade, d.o.o., Ljubljana"
DOMŽALE,Prodaja,Stanovanje,,,,"119,00","246.000,00",Zasebna ponudba
DOMŽALE,Prodaja,Hiša,,,,"127,40","279.000,00","STAN nepremičnine d.o.o., Ljubljana"
DOMŽALE,Prodaja,Hiša,,,,"141,62","210.000,00",DFI nepremičnine d.o.o.
DOMŽALE,Prodaja,Stanovanje,,,,"143,98","230.000,00",Zasebna ponudba
DOMŽALE,Prodaja,Hiša,,,,"144,00","169.000,00",DFI nepremičnine d.o.o.
DOMŽALE,Prodaja,Hiša,,,,"145,00","250.000,00","Viventium, Sebastjan Smrkolj s.p."
DOMŽALE,Prodaja,Hiša,,,,"146,00","330.000,00",MESTO NEPREMIČNIN d.o.o.
DOMŽALE,Prodaja,Hiša,,,,"146,00","330.000,00",MESTO NEPREMIČNIN d.o.o.
DOMŽALE,Prodaja,Hiša,,,,"146,00","330.000,00","MA - nepremičninska družba, Marko Alič s.p."
"BLED, ALPSKI BLOKI",Prodaja,Stanovanje,,,,"70,00","137.000,00",Fin dom d.o.o.
DOMŽALE,Prodaja,Poslovni prostor,,,,"150,00","159.000,00","CIMER, MAKSIMILJAN REMIC s.p."
DOMŽALE,Prodaja,Hiša,,,,"152,00","316.000,00","MA - nepremičninska družba, Marko Alič s.p."
DOMŽALE,Prodaja,Hiša,,,,"160,00","387.000,00",MESTO NEPREMIČNIN d.o.o.
DOMŽALE,Prodaja,Hiša,,,,"194,30","420.001,00","Stoja trade, d.o.o., Ljubljana"
DOMŽALE,Prodaja,Hiša,,,,"196,70","250.000,00",ALFA-INT nepremičnine d.o.o.
DOMŽALE,Prodaja,Hiša,,,,"196,70","250.000,00","BeNeP, poslovanje z nepremičninami, Benita Kovič s.p."
DOMŽALE,Prodaja,Stanovanje,,,,"220,00","499.000,00",Mezanin nepremičnine d.o.o.
DOMŽALE,Prodaja,Stanovanje,,,,"225,10","370.000,00",Rocco nepremičnine d.o.o.
DOMŽALE,Prodaja,Hiša,,,,"228,10","347.500,00",MESTO NEPREMIČNIN d.o.o.
DOMŽALE,Prodaja,Hiša,,,,"250,00","270.000,00",Mreža nepremičnin d.o.o.
DOMŽALE,Prodaja,Hiša,,,,"277,00","370.000,00",DVOREC POSREDNIŠKA HIŠA d.o.o.
DOMŽALE,Prodaja,Hiša,,,,"284,30","980.000,00",Rocco nepremičnine d.o.o.
DOMŽALE,Prodaja,Hiša,,,,"315,20","365.000,00",MESTO NEPREMIČNIN d.o.o.
DOMŽALE,Prodaja,Poslovni prostor,,,,"336,10","255.000,00",Mreža nepremičnin d.o.o.
DOMŽALE,Prodaja,Hiša,,,,"360,00","376.000,00",Media nepremičnine d.o.o.
DOMŽALE,Prodaja,Hiša,,,,"364,00","378.000,00","Stoja trade, d.o.o., Ljubljana"
DOMŽALE,Prodaja,Hiša,,,,"370,00","361.000,00",Roni nepremičnine d.o.o.
DOMŽALE,Prodaja,Hiša,,,,"425,60","449.000,00","Stoja trade, d.o.o., Ljubljana"
DOMŽALE,Prodaja,Hiša,,,,"445,00","549.000,00",MESTO NEPREMIČNIN d.o.o.
DOMŽALE,Prodaja,Hiša,,,,"450,00","1.080.000,00","CIMER, MAKSIMILJAN REMIC s.p."
DOMŽALE,Prodaja,Hiša,,,,"539,00","320.000,00",LJUBLJANA NEPREMIČNINE d.o.o.
DOMŽALE,Prodaja,Posest,,,,"559,00","200.000,00","Stoja trade, d.o.o., Ljubljana"
DOMŽALE,Prodaja,Posest,,,,"672,00","250,00","STAN nepremičnine d.o.o., Ljubljana"
DOMŽALE,Prodaja,Posest,,,,"746,00","216.000,00","Stoja trade, d.o.o., Ljubljana"
DOMŽALE,Prodaja,Posest,,,,"926,00","250,00",DOM REAL d.o.o.
DOMŽALE,Prodaja,Posest,,,,"942,00","131.880,00","Lastovka nepremičnine, Nocom d.o.o."
DOMŽALE,Prodaja,Posest,,,,"1.000,00","200,00",ALFA-INT nepremičnine d.o.o.
DOMŽALE,Prodaja,Poslovni prostor,,,,"1.000,00","520,00",REGROUP d.o.o.
DOMŽALE,Prodaja,Posest,,,,"1.107,00","171.585,00",MESTO NEPREMIČNIN d.o.o.
DOMŽALE,Prodaja,Poslovni prostor,,,,"1.700,00","520,00",REGROUP d.o.o.
DOMŽALE,Prodaja,Poslovni prostor,,,,"2.600,00","1.250.000,00",REGROUP d.o.o.
DOMŽALE,Prodaja,Posest,,,,"3.846,00","150.000,00","Stoja trade, d.o.o., Ljubljana"
DOMŽALE,Prodaja,Posest,,,,"4.261,00","1.063.000,00",LJUBLJANA NEPREMIČNINE d.o.o.
DOMŽALE,Prodaja,Posest,,,,"7.513,00","977.000,00","Aeon nepremičnine, d.o.o., Century 21 Emona"
DOMŽALE,Prodaja,Posest,,,,"7.513,00","976.690,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
DOMŽALE,Prodaja,Posest,,,,"7.907,00","250,00",DOM REAL d.o.o.
DOMŽALE,Prodaja,Posest,,,,"16.000,00","150.000,00",Zasebna ponudba
"DOMŽALE, BISTRA, BLIZU VRTCA",Prodaja,Stanovanje,,,,"112,10","228.000,00",KREATIVDOM d.o.o.
"DOMŽALE, BLIZU KAM. BISTRICE ZA LIDLOM",Prodaja,Stanovanje,,,,"129,00","179.000,00",Zasebna ponudba
"DOMŽALE, BLIŽINA IZVOZA AVTOCESTE",Prodaja,Posest,,,,"7.600,00","970.000,00","MA - nepremičninska družba, Marko Alič s.p."
"DOMŽALE, BREZ PROVIZIJE ZA KUPCA",Prodaja,Poslovni prostor,,,,"52,00","60.005,00",Mreža nepremičnin d.o.o.
"DOMŽALE, BREZ PROVIZIJE ZA KUPCA",Prodaja,Poslovni prostor,,,,"73,10","82.059,00",Mreža nepremičnin d.o.o.
"DOMŽALE, BREZA CENTER",Prodaja,Poslovni prostor,,,,"30,70","55.000,00",ALFA-INT nepremičnine d.o.o.
"DOMŽALE, BREZA CENTER",Prodaja,Poslovni prostor,,,,"37,40","78.000,00",DFI nepremičnine d.o.o.
"DOMŽALE, CENTER",Prodaja,Poslovni prostor,,,,"33,50","57.000,00","Domek nepremičnine, Nataša Batinič s.p."
"DOMŽALE, CENTER",Prodaja,Stanovanje,,,,"44,30","90.000,00",Zasebna ponudba
"DOMŽALE, CENTER",Prodaja,Stanovanje,,,,"62,00","60.000,00",Zasebna ponudba
"PTUJ, BRSTJE",Prodaja,Hiša,,,,"135,00","178.500,00",Zasebna ponudba
"DOMŽALE, CENTER",Prodaja,Stanovanje,,,,"69,35","154.000,00",Zasebna ponudba
"DOMŽALE, CENTER",Prodaja,Poslovni prostor,,,,"73,10","82.059,00","MA - nepremičninska družba, Marko Alič s.p."
"DOMŽALE, CENTER",Prodaja,Stanovanje,,,,"95,30","182.000,00",Rojal invest d.o.o.
"DOMŽALE, CENTER",Prodaja,Posest,,,,"5.039,00","199,00",METROPOLA IN d.o.o.
"DOMŽALE, CENTER - V KLETI SPB",Prodaja,Poslovni prostor,,,,"113,00","89.000,00","MA - nepremičninska družba, Marko Alič s.p."
"DOMŽALE, CENTER BREZA",Prodaja,Poslovni prostor,,,,"30,80","49.500,00",Apeling d.o.o.
"DOMŽALE, CENTER DOMŽAL",Prodaja,Stanovanje,,,,"67,40","149.000,00",Zasebna ponudba
"DOMŽALE, CENTER DOMŽAL, LJUBLJANSKA CESTA",Prodaja,Stanovanje,,,,"40,00","122.000,00",Zasebna ponudba
"DOMŽALE, CENTER MESTA",Prodaja,Stanovanje,,,,"26,00","58.000,00",Zasebna ponudba
"DOMŽALE, CENTER SPB",Prodaja,Stanovanje,,,,"48,00","133.000,00",Zasebna ponudba
"DOMŽALE, CENTER, SPB",Prodaja,Poslovni prostor,,,,"29,40","110.000,00",Karo d.o.o.
"DOMŽALE, DEPALA VAS",Prodaja,Hiša,,,,"133,25","179.000,00",Studio modul d.o.o.
"DOMŽALE, DOB",Prodaja,Stanovanje,,,,"74,90","157.000,00",DFI nepremičnine d.o.o.
"DOMŽALE, DOB",Prodaja,Posest,,,,"500,00","90.000,00","Salomon nepremičnine, Anže Nahtigal, s.p."
"DOMŽALE, DOB - GORJUŠA",Prodaja,Hiša,,,,"250,00","280.000,00",DFI nepremičnine d.o.o.
"DOMŽALE, DOMŽALSKA VRATA",Prodaja,Stanovanje,,,,"146,20","298.000,00",Zasebna ponudba
"LJ. CENTER, TRNOVO, CESTA V ZELENI LOG",Prodaja,Stanovanje,,,,"112,70","225.000,00",Akva d.o.o. PE nepremičnine
"DOMŽALE, DRAGOMELJ",Prodaja,Stanovanje,,,,"116,50","189.000,00",DFI nepremičnine d.o.o.
"DOMŽALE, HOMEC",Prodaja,Stanovanje,,,,"24,10","59.500,00","Salomon nepremičnine, Anže Nahtigal, s.p."
"DOMŽALE, HRASTNIK - LIMBARSKA GORA",Prodaja,Posest,,,,"2.448,00","50,00",DFI nepremičnine d.o.o.
"DOMŽALE, IDILIČNA LOKACIJA, BLIZU LJUBLJAN",Prodaja,Posest,,,,"80.000,00","300.000,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
"DOMŽALE, IHAN",Prodaja,Posest,,,,"673,00","110.000,00",FIN nepremičninsko posredovanje Robert Fekonja s.p.
"DOMŽALE, IHAN",Prodaja,Posest,,,,"6.400,00","65,00","MA - nepremičninska družba, Marko Alič s.p."
"DOMŽALE, INDUSTRIJSKA CONA",Prodaja,Posest,,,,"7.500,00","120,00",REGROUP d.o.o.
"DOMŽALE, INDUSTRIJSKA CONA JARŠE",Prodaja,Poslovni prostor,,,,"3.768,00","3.100.000,00",N-invest d.o.o.
"DOMŽALE, JARŠE",Prodaja,Stanovanje,,,,"36,80","139.000,00",Nepremičnina posredovanje d.o.o.
"DOMŽALE, KOLICEVO",Prodaja,Hiša,,,,"390,00","370.000,00",Mernet d.o.o.
"DOMŽALE, KOLIČEVO",Prodaja,Posest,,,,"647,00","94.000,00","Salomon nepremičnine, Anže Nahtigal, s.p."
"DOMŽALE, KOLIČEVO - VIR",Prodaja,Hiša,,,,"252,00","260.000,00",DFI nepremičnine d.o.o.
"DOMŽALE, KRAŠNJA",Prodaja,Hiša,,,,"422,00","232.000,00",MESTO NEPREMIČNIN d.o.o.
"DOMŽALE, KRTINA",Prodaja,Hiša,,,,"52,00","155.000,00",FIN nepremičninsko posredovanje Robert Fekonja s.p.
"DOMŽALE, KRUMPERŠKA ULICA",Prodaja,Stanovanje,,,,"170,10","298.000,00",ZWELO online nepremičninske storitve d.o.o.
"DOMŽALE, LEGA V - Z, DVA BALKONA, DVIGALO",Prodaja,Stanovanje,,,,"95,30","179.000,00",Eventum d.o.o.
"DOMŽALE, LJUBLJANSKA 88",Prodaja,Poslovni prostor,,,,"19,00","32.000,00",Bajtiga poslovanje z nepremičninami d.o.o.
"DOMŽALE, LJUBLJANSKA CESTA",Prodaja,Poslovni prostor,,,,"24,70","34.000,00",Nepremičnine in cenitve Mitnica Uroš Jere s.p.
"DOMŽALE, LJUBLJANSKA CESTA",Prodaja,Stanovanje,,,,"85,00","205.000,00",ZWELO online nepremičninske storitve d.o.o.
"DOMŽALE, LJUBLJANSKA CESTA",Prodaja,Poslovni prostor,,,,"129,60","150.000,00",S-Invest d.o.o.
"DOMŽALE, LJUBLJANSKA CESTA",Prodaja,Poslovni prostor,,,,"308,00","299.000,00",Agencija Vitraž d.o.o.
"DOMŽALE, LJUBLJANSKA CESTA - SPB",Prodaja,Poslovni prostor,,,,"308,10","299.000,00",Agencija Vitraž d.o.o.
"DOMŽALE, LJUBLJANSKA CESTA 82",Prodaja,Poslovni prostor,,,,"60,80","80.000,00",Zasebna ponudba
"DOMŽALE, LJUBLJANSKA CESTA 91",Prodaja,Poslovni prostor,,,,"40,00","59.000,00",Zasebna ponudba
"DOMŽALE, LUKOVICA",Prodaja,Hiša,,,,"115,00","199.000,00",DFI nepremičnine d.o.o.
"DOMŽALE, LUKOVICA",Prodaja,Hiša,,,,"185,07","259.000,00",DFI nepremičnine d.o.o.
"DOMŽALE, LUKOVICA",Prodaja,Hiša,,,,"185,07","289.000,00",DFI nepremičnine d.o.o.
"DOMŽALE, LUKOVICA",Prodaja,Posest,,,,"2.194,00","90,00",Roni nepremičnine d.o.o.
"DOMŽALE, LUKOVICA - PREVOJE",Prodaja,Hiša,,,,"144,00","140.000,00",DFI nepremičnine d.o.o.
"DOMŽALE, LUKOVICA - TRNJAVA",Prodaja,Hiša,,,,"140,00","220.000,00",DFI nepremičnine d.o.o.
"DOMŽALE, LUKOVICA OKOLICA",Prodaja,Hiša,,,,"144,00","265.000,00",Casa 69 d.o.o.
"DOMŽALE, LUKOVICA PRI DOMŽALAH",Prodaja,Hiša,,,,"114,80","228.000,00",FIN nepremičninsko posredovanje Robert Fekonja s.p.
"DOMŽALE, LUKOVICA PRI DOMŽALAH",Prodaja,Hiša,,,,"114,80","199.000,00",FIN nepremičninsko posredovanje Robert Fekonja s.p.
"DOMŽALE, LUKOVICA, KRAŠNJA",Prodaja,Hiša,,,,"423,00","232.000,00","STAN nepremičnine d.o.o., Ljubljana"
"DOMŽALE, MAČKOVCI",Prodaja,Hiša,,,,"170,00","208.000,00",Zasebna ponudba
"DOMŽALE, MAJČEV DVOR - INVESTICIJA",Prodaja,Poslovni prostor,,,,"1.450,00","450.000,00","Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o."
"DOMŽALE, NASELJE BISTRA",Prodaja,Garaža,,,,"12,90","7.100,00",Hiša nepremičnin RE d.o.o.
"DOMŽALE, NASELJE IHAN, GORIČICA",Prodaja,Posest,,,,"584,00","180,00",Zasebna ponudba
"DOMŽALE, OB MLINŠČICI",Prodaja,Posest,,,,"11.354,00","1.480.000,00","Nepremičnine M8, Lea Kavalič s.p."
"DOMŽALE, OB MLINŠČICI",Prodaja,Posest,,,,"21.497,00","3.000.000,00","Nepremičnine M8, Lea Kavalič s.p."
"DOMŽALE, ODLIČNO ZA INVESTITORJE",Prodaja,Hiša,,,,"220,00","289.000,00 &euro;<span class=""cena-old"">299.900,00","Stoja trade, d.o.o., Ljubljana"
"DOMŽALE, OKOLICA",Prodaja,Hiša,,,,"277,00","390.000,00","Stoja trade, d.o.o., Ljubljana"
"DOMŽALE, OKOLICA",Prodaja,Hiša,,,,"364,00","376.000,00",Zasebna ponudba
"DOMŽALE, OKOLICA",Prodaja,Hiša,,,,"410,00","549.000,00","Stoja trade, d.o.o., Ljubljana"
"DOMŽALE, OKOLICA, ŠENTVID PRI LUKOVICI",Prodaja,Posest,,,,"1.181,00","90,00","Domek nepremičnine, Nataša Batinič s.p."
"DOMŽALE, PREVOJE",Prodaja,Hiša,,,,"127,40","289.000,00",DFI nepremičnine d.o.o.
"DOMŽALE, PREVOJE",Prodaja,Hiša,,,,"163,58","260.000,00",Studio modul d.o.o.
"DOMŽALE, PREVOJE",Prodaja,Hiša,,,,"220,00","260.000,00",Studio modul d.o.o.
"ŠINKOV TURN, VODICE",Prodaja,Posest,,,,"950,00","97.000,00",Media nepremičnine d.o.o.
"DOMŽALE, PREVOJE PRI ŠENTVIDU, LUKOVICA",Prodaja,Hiša,,,,"127,40","289.000,00",FIN nepremičninsko posredovanje Robert Fekonja s.p.
"DOMŽALE, PREVOJE PRI ŠENTVIDU, LUKOVICA",Prodaja,Hiša,,,,"197,65","219.000,00",FIN nepremičninsko posredovanje Robert Fekonja s.p.
"DOMŽALE, PREVOJE PRI ŠENTVIDU, LUKOVICA",Prodaja,Hiša,,,,"197,65","298.000,00",FIN nepremičninsko posredovanje Robert Fekonja s.p.
"DOMŽALE, PREVOJE PRI ŠENTVIDU, LUKOVICA",Prodaja,Hiša,,,,"210,00","379.000,00",FIN nepremičninsko posredovanje Robert Fekonja s.p.
"DOMŽALE, RADOMLJE",Prodaja,Stanovanje,,,,"60,00","129.000,00","STAN nepremičnine d.o.o., Ljubljana"
"DOMŽALE, RADOMLJE",Prodaja,Stanovanje,,,,"74,40","155.000,00",DFI nepremičnine d.o.o.
"DOMŽALE, RADOMLJE",Prodaja,Hiša,,,,"364,00","376.000,00","STAN nepremičnine d.o.o., Ljubljana"
"DOMŽALE, RADOMLJE",Prodaja,Hiša,,,,"364,00","378.000,00",Mezanin nepremičnine d.o.o.
"DOMŽALE, RADOMLJE",Prodaja,Posest,,,,"412,00","92.700,00","MA - nepremičninska družba, Marko Alič s.p."
"DOMŽALE, RADOMLJE",Prodaja,Hiša,,,,"640,00","550.000,00","CIMER, MAKSIMILJAN REMIC s.p."
"DOMŽALE, RADOMLJE - HUDO",Prodaja,Posest,,,,"1.323,00","180.000,00",DFI nepremičnine d.o.o.
"DOMŽALE, RADOMLJE - NAD POŠTO",Prodaja,Stanovanje,,,,"97,00","201.000,00",DFI nepremičnine d.o.o.
"DOMŽALE, RODICA",Prodaja,Stanovanje,,,,"52,20","110.000,00",DFI nepremičnine d.o.o.
"DOMŽALE, RODICA",Prodaja,Poslovni prostor,,,,"67,00","95.000,00",Zasebna ponudba
"DOMŽALE, RODICA",Prodaja,Hiša,,,,"317,00","235.000,00",KREATIVDOM d.o.o.
"DOMŽALE, RODICA",Prodaja,Posest,,,,"645,00","235.000,00",Studio modul d.o.o.
"DOMŽALE, ROVA - KOLOVEC, ZAZIDLJIVA PARCELA",Prodaja,Posest,,,,"509,00","120,00","RESTATE nepremičnine, Dinka Martinčić s.p., PE Center"
"DOMŽALE, SAVSKA CESTA",Prodaja,Stanovanje,,,,"83,32","185.000,00",Zasebna ponudba
"DOMŽALE, SAVSKA CESTA",Prodaja,Stanovanje,,,,"96,70","185.000,00",ZWELO online nepremičninske storitve d.o.o.
"DOMŽALE, SELO PRI IHANU",Prodaja,Hiša,,,,"133,90","195.000,00","Salomon nepremičnine, Anže Nahtigal, s.p."
"DOMŽALE, SELO PRI IHANU, V ZAKLJUČNI FAZI",Prodaja,Hiša,,,,"133,90","215.000,00","Salomon nepremičnine, Anže Nahtigal, s.p."
"DOMŽALE, SOSESKA SPB",Prodaja,Stanovanje,,,,"44,30","89.000,00","UNIKAT NEPREMIČNINA, Nenad Antić s.p."
"DOMŽALE, SPB",Prodaja,Garaža,,,,"11,30","5.000,00",Zasebna ponudba
"DOMŽALE, SPB",Prodaja,Stanovanje,,,,"44,30","90.000,00",Studio modul d.o.o.
"DOMŽALE, SPODNJE",Prodaja,Posest,,,,"677,00","220,00",Hiša nepremičnin RE d.o.o.
"DOMŽALE, SREDNJE JARŠE",Prodaja,Hiša,,,,"305,00","595.000,00",Agencija Barbara nepremičnine d.o.o.
"DOMŽALE, STOB",Prodaja,Hiša,,,,"274,00","230.000,00",Zasebna ponudba
"CELJE, TEHARJE",Prodaja,Posest,,,,"1.010,00","95,00",Borza nepremičnin d.o.o.
"DOMŽALE, STOB",Prodaja,Posest,,,,"746,00","210.000,00",PROFUNDIS d.o.o.
"DOMŽALE, STOB",Prodaja,Posest,,,,"1.111,00","280,00",Zasebna ponudba
"DOMŽALE, STROGI CENTER DOMŽAL - SPB",Prodaja,Garaža,,,,"11,30","5.000,00",Zasebna ponudba
"DOMŽALE, SVETA TROJICA",Prodaja,Hiša,,,,"155,20","780.000,00","Salomon nepremičnine, Anže Nahtigal, s.p."
"DOMŽALE, ŠENTVID PRI LUKOVICI",Prodaja,Posest,,,,"12.718,00","7,00",Roni nepremičnine d.o.o.
"DOMŽALE, ŠTUDA",Prodaja,Stanovanje,,,,"230,00","499.000,00",Zasebna ponudba
"DOMŽALE, ŠTUDLJANSKA CESTA, OB AVTOCESTI",Prodaja,Poslovni prostor,,,,"2.800,00","1.300.000,00","ELO d.o.o., PE Ljubljana"
"DOMŽALE, TRGOVSKI CENTER BREZA",Prodaja,Poslovni prostor,,,,"11,00","25.000,00",Agencija Jakkra-n d.o.o.
"DOMŽALE, TRGOVSKI CENTER BREZA",Prodaja,Poslovni prostor,,,,"47,40","54.900,00",Rojal invest d.o.o.
"DOMŽALE, TRGOVSKI CENTER, PARKIRNO MESTO",Prodaja,Poslovni prostor,,,,"43,60","45.000,00",Studio modul d.o.o.
"DOMŽALE, TRIPLEK ŽUPANČIČEVA",Prodaja,Garaža,,,,"12,00","6.200,00",ALFA-INT nepremičnine d.o.o.
"DOMŽALE, TRNJAVA - LUKOVICA",Prodaja,Hiša,,,,"140,00","220.000,00",Studio modul d.o.o.
